"8ccad8fe-0dfd-d314-c38d-a58e3d05f55c"|"5018898-13.2000.5.30.6758"|"AP"|"esaj-rj"|"Nathanial Haney"|"1995-06-03"|"2018-10-20"
"f74da74e-b523-7a57-bae4-15d4f73b7ee7"|"7749981-85.2000.8.60.5828"|"RN"|"esaj-pi"|"Samuel Benson"|"1997-05-26"|"2018-03-14"
"30349161-1947-f3a1-b4e7-2ff1f0aae8b9"|"3185225-04.2000.3.84.1314"|"CE"|"projudi-ma"|"Sanda Rivas"|"1999-02-19"|"2016-05-29"
"edf173b7-f9cf-0204-9908-01741a1dfa53"|"0602806-82.2000.6.75.6000"|"BA"|"esaj-se"|"Nathaniel Harper"|"2015-01-25"|"2016-01-13"
"3867ed39-3eff-0fe8-c49d-65fbf9c639c5"|"0859438-05.2000.3.07.0698"|"RO"|"esaj-ap"|"Zane Bush"|"1993-03-27"|"2017-02-10"
"af0e2853-2be5-06d7-811d-ad04305d63fc"|"8355137-73.2000.9.07.7746"|"AM"|"pje-mg"|"Coleman Moon"|"2006-07-12"|"2017-04-16"
"3ea3b090-4ada-68d2-43dd-aa5a17fb92c7"|"8304303-05.2000.2.44.0852"|"CE"|"esaj-se"|"Bunny Hobbs"|"2003-02-03"|"2018-04-08"
"a1c57fc8-6a18-1f70-0f8e-28fe02c62d49"|"6810203-11.2000.0.45.1037"|"BA"|"pje-se"|"Miyoko Ferguson"|"2015-04-13"|"2016-12-06"
"df503d91-627e-ee93-184f-472e35cef0c9"|"0887941-15.2000.9.79.8413"|"SP"|"esaj-ba"|"Drew Mcintosh"|"2005-04-04"|"2018-01-02"
"262854f6-f004-84d6-b582-cd7cf5cab679"|"2259380-41.2000.1.48.8595"|"AM"|"esaj-es"|"Shavonne Mckay"|"2005-03-01"|"2017-03-31"
"79027111-005c-5b70-2a1c-2a4ee170ae5f"|"8214522-01.2000.6.80.5075"|"AP"|"pje-se"|"Ty Holcomb"|"1993-10-01"|"2018-10-04"
"3b0a2616-0476-186a-52c3-836fc6af3992"|"3228999-73.2000.9.39.1098"|"RR"|"projudi-se"|"Mickey Orr"|"2008-12-12"|"2016-08-13"
"7a7a5be4-7fab-136a-361a-11e2acc3350e"|"0209296-52.2000.9.09.9565"|"AC"|"projudi-ac"|"Adan Massey"|"2002-07-04"|"2017-10-21"
"35ea55b4-f4e1-77ce-4c72-fb57980a258d"|"0023097-90.2000.0.13.8058"|"DF"|"pje-rr"|"Yung Marks"|"2003-01-28"|"2016-04-07"
"17b81d13-7241-3c26-793b-14db5051bf97"|"4651517-79.2000.9.48.9064"|"PA"|"projudi-ap"|"Refugio Simpson"|"2004-01-31"|"2018-03-08"
"24d075ac-c202-a897-4ae7-89de0e6cbed2"|"6060586-76.2000.4.78.0253"|"DF"|"pje-es"|"Young Harrell"|"1993-05-23"|"2016-06-16"
"60efa30d-fba4-d8e1-f3d0-1a15f968ffd7"|"1164395-19.2000.9.32.9491"|"SP"|"esaj-rn"|"Trey Fuentes"|"1995-09-27"|"2017-08-10"
"df728b5f-fcdc-65d6-90cf-4fa3d358b236"|"6880550-93.2000.3.12.3017"|"DF"|"esaj-ap"|"Willia Fischer"|"2006-11-25"|"2016-04-20"
"acd6d106-bc0e-3e55-dadc-63e66cdccf89"|"8267204-21.2000.1.72.3914"|"GO"|"projudi-ac"|"Dimple Holman"|"2008-06-19"|"2017-04-06"
"ebef156e-3053-8394-406a-c6f115079ae7"|"2915271-57.2000.4.78.1696"|"RO"|"projudi-mt"|"Everette Montgomery"|"1999-12-01"|"2017-08-13"
"15acc7e9-f155-74cb-8794-6bd795f4aeb6"|"6345517-69.2000.2.52.6036"|"MA"|"pje-pa"|"Ted Mcdaniel"|"2004-11-27"|"2017-08-26"
"b3a1a601-7ede-1021-9dd4-cb15bbf534d5"|"8860320-25.2000.8.12.5306"|"RN"|"pje-mt"|"Lacy Lopez"|"2002-06-01"|"2017-09-06"
"964ea938-a485-e8a9-40ff-609d9e527a39"|"9225202-83.2000.8.68.6957"|"RO"|"projudi-pb"|"Terry Sosa"|"1993-05-18"|"2017-02-09"
"cee05ba6-68d4-ab15-4dbb-d3681e63cfca"|"6522393-04.2000.1.11.8773"|"RN"|"esaj-ro"|"Elisha Ortega"|"2000-02-21"|"2018-09-29"
"8a6d0b4f-13de-a0d2-e069-d980b8cf466e"|"1919449-10.2000.4.91.8776"|"MS"|"pje-df"|"Marc Weeks"|"2002-02-03"|"2017-11-02"
"51ee3849-869c-5ea5-875c-6012e33c3dce"|"4709280-78.2000.3.14.6282"|"ES"|"esaj-pi"|"Lupe Roth"|"2005-05-18"|"2016-01-15"
"fae24bef-4431-a269-2ba0-2ed77db701be"|"0064514-02.2000.3.02.4366"|"MA"|"projudi-am"|"Lloyd Manning"|"1994-11-23"|"2017-06-04"
"6417ff36-a6ee-ae5c-071a-832fbba5aba5"|"3098393-49.2000.2.77.7893"|"AP"|"pje-pr"|"Bryan Ayala"|"2013-11-12"|"2016-05-30"
"2fcf0eda-b9d0-2e97-192b-f286ac371591"|"8516026-42.2000.2.08.6856"|"SC"|"pje-rr"|"Kasie Montoya"|"2011-04-21"|"2017-02-22"
"19745464-e8b9-dbb1-626d-a312ff5dee2b"|"4889100-21.2000.7.59.0617"|"AL"|"esaj-pa"|"Chang Perez"|"1993-07-07"|"2018-01-05"
"cf10aeb8-77b9-ccfc-130b-86aed21948b9"|"9108622-39.2000.2.36.7383"|"MS"|"esaj-es"|"Andreas Gonzales"|"2009-07-19"|"2016-09-17"
"d217e93b-956e-7113-b847-985ee754d837"|"9149173-52.2000.5.18.9905"|"DF"|"pje-ce"|"Tyrell Paul"|"2003-12-18"|"2017-11-13"
"be51a5c4-fc61-7b89-87ef-7d9e6b3a9ff9"|"5167798-53.2000.3.09.3690"|"AL"|"pje-ce"|"Noella Cortez"|"1994-09-14"|"2017-07-04"
"b941faec-ef8f-6ae1-71ac-641aeeb720b2"|"5550151-23.2000.7.01.2659"|"PB"|"esaj-pb"|"Beaulah Rollins"|"2004-11-29"|"2018-10-03"
"bce8f959-d28c-24ca-bbf3-61fe2b4ddc12"|"8796778-08.2000.4.13.7970"|"MS"|"projudi-pa"|"Galina Spears"|"1995-06-08"|"2016-04-01"
"0e94cef6-0d7e-d983-3ad7-4401f66fbde7"|"9380410-35.2000.3.26.5496"|"RS"|"esaj-al"|"Natashia Bryan"|"2014-02-27"|"2018-04-24"
"fcc12e26-c9c7-0408-221a-ccc78f2a0049"|"6491354-73.2000.7.30.8533"|"AP"|"projudi-ms"|"Margy Wiggins"|"2010-12-20"|"2016-10-01"
"0f437bbf-b97b-b748-9651-e7e6f07fbd98"|"4189394-31.2000.1.85.2159"|"SE"|"esaj-ce"|"Wilbur Bray"|"2010-03-17"|"2017-12-17"
"7e99c566-d825-e32c-1753-0a7a0f80d12e"|"6148574-16.2000.0.96.8231"|"RJ"|"pje-pi"|"Joie Wood"|"1998-08-17"|"2018-10-07"
"2f6470bc-524c-ea2c-ff80-d84bcdc926ba"|"1285683-94.2000.0.17.8204"|"SP"|"esaj-ro"|"Owen Barrera"|"2011-07-05"|"2016-05-11"
"0e6d0354-52af-4a02-5d3c-5c784a82f58e"|"0190900-88.2000.1.35.7627"|"SC"|"projudi-pa"|"Agripina Warner"|"2006-03-20"|"2016-12-09"
"ac5fa17d-bd1e-f0ff-1892-62a0a93e7a26"|"7252489-82.2000.6.57.2710"|"AC"|"esaj-rn"|"Columbus Walton"|"2003-03-12"|"2017-11-04"
"40a1c593-1265-da07-780f-337facba5afd"|"3823710-53.2000.2.01.5631"|"GO"|"pje-pr"|"Denis Frazier"|"2002-10-21"|"2017-07-03"
"9f0e1fd7-b088-0a87-2291-30a743a0e9b8"|"8247611-44.2000.9.51.9530"|"TO"|"projudi-al"|"Rudy Dean"|"1996-11-30"|"2018-08-06"
"75b339fa-756b-f92e-d291-c11b58d8abea"|"0017168-93.2000.2.76.6360"|"PB"|"projudi-pi"|"Von Benton"|"1997-07-25"|"2017-01-04"
"e4ede974-1b08-f37b-188c-ba4671cdedfd"|"0083783-99.2000.0.67.6586"|"AP"|"projudi-rj"|"Graig Mathews"|"1997-02-15"|"2017-08-27"
"35128cab-3300-0c31-3384-60d3fe8e8374"|"6017979-44.2000.8.00.3487"|"SE"|"esaj-rs"|"Mayola O'neill"|"1997-02-01"|"2017-02-12"
"dfbb94ea-db8d-6a93-4add-4d05be868749"|"8578406-00.2000.3.66.3363"|"RR"|"pje-sc"|"Marcos Marks"|"2004-08-29"|"2016-09-15"
"c9bdf02b-61ff-13ee-3cc0-8d403d8476d3"|"2674309-79.2000.8.30.1954"|"RS"|"esaj-ms"|"Darin Thornton"|"2003-01-19"|"2016-11-14"
"9c538fb3-855d-154a-6662-f5a0f902e24d"|"8419332-99.2000.1.52.6495"|"MS"|"esaj-ma"|"Teodoro Harper"|"1995-08-01"|"2016-11-14"
"56acfa9e-bb11-c239-b6e4-ee9dd7d54c57"|"0198166-21.2000.3.09.6396"|"MT"|"projudi-ac"|"Clement Baker"|"2006-11-05"|"2018-07-14"
"4b4e68b7-404d-f927-62b6-9fdae7f12ce3"|"0399004-59.2000.4.29.3730"|"MS"|"pje-ma"|"Houston Burris"|"2002-07-20"|"2018-12-24"
"aded5bc7-0ecb-58cd-dee1-d5ed8693cba9"|"2319980-55.2000.7.23.1649"|"PA"|"esaj-go"|"Pasquale Faulkner"|"1995-11-16"|"2018-06-14"
"0fa82995-b2a7-b127-8c99-7dbd6ea09d09"|"8571110-58.2000.3.74.5846"|"AP"|"pje-ac"|"Zenobia Cook"|"2010-06-15"|"2018-02-23"
"ad57d27c-f91d-9c9a-3c39-7e1f7dfd1098"|"3788604-18.2000.5.52.6890"|"CE"|"pje-ce"|"Elza Frank"|"2010-03-22"|"2016-02-07"
"a0696942-8c9d-a332-7e9a-26cf29e10831"|"2496601-32.2000.4.32.9862"|"PA"|"projudi-ba"|"Howard Donovan"|"2005-08-02"|"2016-09-11"
"03e8f751-48fe-998d-e568-ff33fa7bde0d"|"4545595-48.2000.7.08.1399"|"GO"|"pje-es"|"Rosamond Sanford"|"2001-01-19"|"2017-10-26"
"4f92e969-ccce-036a-6d49-5656121f50dd"|"2680294-42.2000.2.76.1336"|"AL"|"pje-ce"|"Marleen Gilmore"|"1994-03-24"|"2017-08-04"
"1c49139b-0ce4-8388-87cb-6b3ffb6fe5e5"|"1677492-79.2000.1.99.5445"|"PE"|"esaj-pa"|"Norman Owen"|"2010-12-02"|"2018-05-07"
"8b2a6ff0-44eb-d02d-64ae-97b009b874a9"|"3295102-90.2000.6.57.4856"|"PR"|"esaj-ap"|"Donnie Farley"|"2007-02-17"|"2016-05-12"
"17cf4073-ec55-233b-68c7-a9b73d4553e6"|"5282847-06.2000.7.68.9354"|"RN"|"pje-go"|"Zachary O'connor"|"2008-02-07"|"2016-04-03"
"7c8e2cfa-c004-b08e-3732-ecafa0d470e0"|"9881750-06.2000.1.02.0100"|"DF"|"esaj-sc"|"Dave Hall"|"2004-09-30"|"2018-03-07"
"dcfb02d2-ff15-1a0e-c2d4-8a94982514e6"|"8876094-46.2000.4.62.6696"|"DF"|"esaj-rj"|"Kimiko Woodard"|"2012-02-17"|"2016-11-08"
"1f352361-5428-ebbd-a417-7d962dd64977"|"6478176-60.2000.4.80.4159"|"RR"|"projudi-ce"|"Benito Hampton"|"2003-09-04"|"2016-07-21"
"690e93b7-a545-475f-5946-875e6efb4d8d"|"0519811-04.2000.3.51.6652"|"PE"|"esaj-rj"|"Lurline Marquez"|"2013-04-27"|"2017-01-15"
"df9c1f72-4e77-7a52-73a6-a5553de66ca3"|"3342567-83.2000.9.33.9520"|"AL"|"pje-rr"|"Thao Anderson"|"2010-10-31"|"2016-03-09"
"589bb07e-8fc0-0c8e-45fc-ad1ef867b8b8"|"5642955-88.2000.4.50.8530"|"PA"|"esaj-to"|"Williemae Cameron"|"1993-02-12"|"2018-05-15"
"4dc73b7a-28cf-f06a-1921-5a180a1f0c91"|"0531138-86.2000.7.11.0150"|"AM"|"esaj-mg"|"Halina Ramsey"|"1995-11-08"|"2016-05-14"
"7e14a7d2-5156-d4a4-a95e-abae970510cb"|"9938417-02.2000.7.20.9235"|"AM"|"projudi-pa"|"Moses Roberts"|"1999-03-23"|"2017-12-04"
"492a86e6-bb72-1d5a-7216-19b3ccb501e1"|"1084752-58.2000.3.76.5470"|"PR"|"pje-rj"|"Hal Hart"|"1995-09-13"|"2017-12-14"
"c6068346-4421-3d88-a564-b7b645b1af2a"|"7269876-35.2000.7.16.4627"|"RS"|"projudi-ac"|"Gino Macias"|"1998-08-02"|"2017-10-09"
"d25c1d47-1c4a-3098-e7be-d2bde7640cf0"|"9088546-17.2000.2.00.0673"|"PI"|"projudi-se"|"Hermila Baldwin"|"2005-07-19"|"2016-05-22"
"c0270b2d-9189-9855-e70e-c185d178ce05"|"0542619-73.2000.9.00.7954"|"PA"|"projudi-mt"|"Orville Frye"|"1996-09-01"|"2016-10-12"
"7dce3463-17af-5477-cdc7-8c27305d2ff2"|"2297490-98.2000.2.01.3103"|"SE"|"esaj-to"|"Cordell Head"|"1998-07-22"|"2016-10-16"
"d906e250-0b45-1f0a-0ca4-46ca7868d3f2"|"1115802-13.2000.6.04.5025"|"RO"|"pje-rs"|"Kenny Duran"|"2012-05-14"|"2017-01-24"
"4715cce6-5afc-8407-b0b2-1923970f2bd4"|"2815295-71.2000.8.84.4889"|"RJ"|"pje-mt"|"Gilberto Wooten"|"2009-02-20"|"2018-05-26"
"3c88a218-278a-1207-b12a-d5325af56815"|"6997400-32.2000.3.16.1055"|"MT"|"esaj-se"|"Bruno Nielsen"|"2006-07-20"|"2016-12-29"
"f182cb64-ecd5-8329-ca3d-a1966cd6c103"|"1141880-90.2000.3.18.3753"|"PA"|"esaj-am"|"Gene David"|"1996-12-17"|"2018-02-14"
"211e2b16-f92a-3327-3f3a-7aaa8de44cde"|"4921110-01.2000.9.86.6835"|"AM"|"projudi-pr"|"Sandy Martin"|"1999-12-10"|"2016-01-05"
"83c84191-f81b-1ad4-6aa0-7e2b1cce240f"|"6952036-79.2000.1.60.6067"|"MS"|"pje-rs"|"Wilton Foreman"|"2014-10-23"|"2017-03-14"
"2c9c2508-4a17-4216-7ada-2ad586601f6d"|"0593183-85.2000.5.74.2380"|"AP"|"projudi-am"|"Ladawn Goff"|"2004-02-25"|"2017-10-12"
"a69f43c5-6960-c57c-80db-14c1dac852c8"|"8717259-02.2000.0.89.0103"|"CE"|"esaj-pb"|"Stuart Shaw"|"2002-01-31"|"2018-01-20"
"7003bb49-d0c3-38b6-e93d-5043e67b5c26"|"7203287-93.2000.4.74.2518"|"BA"|"projudi-rj"|"Israel Blanchard"|"2006-07-03"|"2016-03-08"
"91fcc83a-0bcc-2cc9-5c92-b7226cb1ce20"|"5073436-90.2000.8.19.6340"|"AL"|"pje-pa"|"Keeley Hess"|"1993-06-16"|"2016-11-16"
"aeb129f8-62ed-7287-610b-a030956e6fa1"|"8400828-10.2000.0.26.1909"|"MG"|"pje-mt"|"Elias Graham"|"2009-02-08"|"2017-02-25"
"465dd68a-9a97-2f0b-a79b-964098982c66"|"0701268-61.2000.9.89.0482"|"ES"|"projudi-pa"|"Kurt Powers"|"2013-01-29"|"2017-08-06"
"678981eb-75e8-a7ec-ad49-340cab528085"|"3087236-76.2000.1.51.5694"|"ES"|"pje-mg"|"Claudio Rojas"|"2000-12-09"|"2017-12-23"
"6d1a8876-9f0d-34c3-3bc8-75f1e181535f"|"5407669-54.2000.2.02.8754"|"PE"|"projudi-ap"|"Cecille Walker"|"2002-04-09"|"2017-11-25"
"322d6469-aa63-f09b-99ae-1da8ced5210a"|"7074693-81.2000.3.57.8916"|"RJ"|"projudi-rj"|"Iesha Mccormick"|"2000-01-16"|"2018-04-03"
"d7e7c445-3650-fb60-6c87-2fddb4b7f87d"|"4602341-40.2000.9.63.0155"|"ES"|"esaj-ro"|"Nicky Cannon"|"2002-02-10"|"2017-02-24"
"ff003f9a-45fa-1226-c97d-37daae8e2ae8"|"2872745-82.2000.2.59.2817"|"RS"|"projudi-al"|"Arlyne Steele"|"1994-04-13"|"2016-09-07"
"26fd21a6-b0d3-260c-4b27-220b60a061b0"|"2856992-62.2000.7.74.6475"|"AP"|"projudi-rs"|"Antonio Nichols"|"2011-12-11"|"2017-11-28"
"71695b44-57ef-85cb-7191-31bf3a0c0284"|"6265311-89.2000.9.06.8387"|"PB"|"pje-ms"|"Babara Dodson"|"2012-08-30"|"2017-04-15"
"84f6ccb2-927f-d458-3fd9-34549452a045"|"5103737-15.2000.2.93.8857"|"SE"|"pje-go"|"Sebastian Pitts"|"2009-09-25"|"2016-06-14"
"69d3181a-75f0-5129-4597-f18adc569c94"|"8973929-38.2000.0.12.2666"|"AP"|"pje-pr"|"Rolande Miranda"|"2005-04-03"|"2017-08-22"
"3c43d083-7416-9914-bba6-4adfdf9447e1"|"4266548-86.2000.7.19.8477"|"RS"|"esaj-mg"|"Agustin Case"|"2009-04-26"|"2017-09-29"
"a3546e84-1ef8-2426-7cbb-07a2ea1ccebc"|"3501712-40.2000.9.09.8897"|"PI"|"pje-pe"|"Zachariah Morgan"|"1999-07-23"|"2017-08-18"
"e87b8f79-4944-4be5-0707-7c39f407deb6"|"2602883-81.2000.5.68.9793"|"SP"|"esaj-sc"|"Sumiko Knox"|"1998-03-27"|"2017-04-22"
"903f7279-37e4-5f36-f8a8-55bf5f461260"|"3788214-40.2000.6.81.1947"|"RS"|"pje-pe"|"Roni Cote"|"2006-01-14"|"2017-12-17"
"f43c8aa0-0dae-3009-302b-f1be29ccb6df"|"9982224-13.2000.5.84.0457"|"PB"|"pje-pe"|"Kandis Downs"|"2010-09-19"|"2017-10-16"
"b50aae87-4ffa-c98d-65a4-9c9c6f0eefa7"|"8925794-14.2000.1.36.9750"|"RN"|"pje-ce"|"Keiko Roberts"|"2012-02-01"|"2016-09-30"
"3e098477-2e23-0420-4474-e58e98dc8e3e"|"8740509-61.2000.8.87.4113"|"RS"|"projudi-pa"|"Jadwiga Rivera"|"1999-04-18"|"2017-02-04"
"78330018-359b-f421-3cf6-b9c5b7a6f022"|"8365993-91.2000.8.94.3782"|"RS"|"projudi-ce"|"Marin Mcguire"|"1995-12-30"|"2017-09-02"
"d58c75b9-5429-6867-cfc8-87f01ffed3c8"|"8388136-52.2000.3.81.1914"|"AL"|"esaj-pe"|"Adriene Snyder"|"2011-10-19"|"2018-01-24"
"5b6d8ec2-ee78-fe55-e32c-1d1ae2f4ec18"|"5820433-77.2000.2.38.9677"|"AL"|"projudi-mg"|"Jenee House"|"2001-06-08"|"2017-08-23"
"f54bcfe2-d916-37ad-2894-adc3a70d2a8b"|"1436761-06.2000.9.17.1669"|"ES"|"projudi-pr"|"Edmund Hutchinson"|"2015-10-13"|"2017-12-30"
"ff0aaa24-5ed3-5c23-5237-320eda067f88"|"8919774-83.2000.5.60.2810"|"MA"|"esaj-go"|"Min Sherman"|"2006-12-25"|"2017-08-25"
"be042ccd-43d5-7a15-a83a-ea5494344240"|"0460689-92.2000.9.74.6038"|"TO"|"esaj-es"|"Blossom Valentine"|"1998-03-06"|"2016-08-11"
"36f8630e-e0b0-1ed6-7358-ad74e278fabe"|"1329550-72.2000.9.80.9485"|"RR"|"pje-pr"|"Mervin Ewing"|"2012-05-18"|"2017-07-10"
"6b202b28-b354-19ab-ab96-8171df0211d2"|"7362597-32.2000.6.27.5164"|"AM"|"pje-pe"|"Nathanial Ewing"|"2004-08-27"|"2017-09-28"
"cc325dd6-f545-f3f1-24e1-552371bffc5c"|"6902754-35.2000.0.64.3180"|"GO"|"pje-pi"|"Natisha Wynn"|"2000-10-30"|"2016-12-02"
"63362e85-9048-38d1-720e-332d64302c74"|"9845119-59.2000.4.47.9551"|"AC"|"esaj-ac"|"Willy Nichols"|"1999-06-04"|"2018-07-09"
"9056b756-8d61-d7ef-ebb8-24b7b975bdbd"|"2650388-34.2000.2.42.1417"|"PE"|"pje-al"|"Corazon Bean"|"2012-06-13"|"2017-05-17"
"d656e4af-41df-7d6f-2733-1069d9ca5178"|"6267247-26.2000.0.05.9300"|"AC"|"projudi-rr"|"Micheal Wynn"|"2001-09-11"|"2016-12-14"
